Product_id,Category,Product Title,Product Description,Brand,Pack Size Or Quantity,Mrp,Price,Offers,Stock Availibility,Image Urls
57,Fragrances & Deos,"Beverly Hills Polo Club Perfume - Club Gift Set Edt (For Men), 1 pc Carton ","About the Product|BHPC Personal Care Pvt Ltd company delivers world-class fragrances, all the fragrances are selected individually keeping in mind consumers across the globe. Rigorous testing and consumer feedback is used to make it acceptable and have a unique fragrance which is liked and preferred..BHPC Personal Care Pvt Ltd company delivers world-class fragrances, all the fragrances are selected individually keeping in mind consumers across the globe. Rigorous testing and consumer feedback is used to make it acceptable and have a unique fragrance which is liked and preferred..BHPC Personal Care Pvt Ltd company delivers world-class fragrances, all the fragrances are selected individually keeping in mind consumers across the globe. Rigorous testing and consumer feedback is used to make it acceptable and have a unique fragrance which is liked and preferred.|Features|• The gift pack includes a sensual fragrance that exudes freshness and awakens your senses• The scent uplifts your mood and prepares you to take on the day• Travle friendly.• The gift pack includes a sensual fragrance that exudes freshness and awakens your senses• The scent uplifts your mood and prepares you to take on the day• Travle friendly.• The gift pack includes a sensual fragrance that exudes freshness and awakens your senses.• The scent uplifts your mood and prepares you to take on the day.• Travle friendly|Other Product Info|EAN Code: 40021285  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",Beverly Hills Polo Club,1 pc ,1199,1199,NA,FALSE,https://www.bigbasket.com/media/uploads/p/l/40021285_2-beverly-hills-polo-club-perfume-club-gift-set-edt-for-men.jpg
58,Fragrances & Deos,"Nissan Patrol Eau De Parfum For Men, 100 ml ","About the Product|It is a modern fragrance opening with a joyful note of green apple and birch leaf. A vegetal top note giving way to the pure scent of ocean and lavender..It is a modern fragrance opening with a joyful note of green apple and birch leaf. A vegetal top note giving way to the pure scent of ocean and lavender..It is a modern fragrance opening with a joyful note of green apple and birch leaf. A vegetal top note giving way to the pure scent of ocean and lavender.|Other Product Info|EAN Code: 40153165  Manufacturer Name & Address: M/s. TEMPTATION INTERNATIONAL LLC, ST. MARTINS LANE, SEVERNA PARK, MD - (United States)  Imported by: Kredo Beauty Pvt Ltd, 340/1, Sultanpur, MG Road, Newdelhi-11030  Country of Origin: USA  Best before 18-07-2021  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034. | Email: customerservice@bigbasket.com|How to Use|• Turn the direction of the spray bottle towards your body while spraying• Shake well before use• Use it daily for desired results• Avoid contact with eyes• Do not apply to broken or inflamed skin.• Turn the direction of the spray bottle towards your body while spraying• Shake well before use• Use it daily for desired results• Avoid contact with eyes• Do not apply to broken or inflamed skin.• Turn the direction of the spray bottle towards your body while spraying.• Shake well before use.• Use it daily for desired results.• Avoid contact with eyes.• Do not apply to broken or inflamed skin|Composition|Grapefruit, Birch Leaf, Green Apple, Sage, Lavender, Oceanic Notes, Moss, Patchouli And Cedarwood, Alcohol Denat, Water, d-limonene, Formaldehyde Cyclobutyl Ethyl Acetal, Isoamyl Acetate..Grapefruit, Birch Leaf, Green Apple, Sage, Lavender, Oceanic Notes, Moss, Patchouli And Cedarwood, Alcohol Denat, Water, d-limonene, Formaldehyde Cyclobutyl Ethyl Acetal, Isoamyl Acetate..Grapefruit, Birch Leaf, Green Apple, Sage, Lavender, Oceanic Notes, Moss, Patchouli And Cedarwood, Alcohol Denat, Water, d-limonene, Formaldehyde Cyclobutyl Ethyl Acetal, Isoamyl Acetate.|Features|• It captivates your senses• An Exquisite fragrance that appeals to all ages.• It captivates your senses• An Exquisite fragrance that appeals to all ages.• It captivates your senses.• An Exquisite fragrance that appeals to all ages",Nissan,100 ml ,1795,1615.5,180%,FALSE,https://www.bigbasket.com/media/uploads/p/l/40153165_2-nissan-patrol-eau-de-parfum-for-men.jpg
59,Fragrances & Deos,"Dkny Be Golden Delicious Eau De Parfum, 100 ml ","About the Product|DKNY Golden Delicious glistens with a glamorous burst of succulent orange flower water. The heart beats deeper with floral touches of white rose and muguet flower. In the base, musk, sandalwood, and teakwood blend together, lending a warm, lasting touch of sensuality. And, of course, the scent of a golden delicious apple provides an elegant and memorable character that shines throughout the life of the scent..DKNY Golden Delicious glistens with a glamorous burst of succulent orange flower water. The heart beats deeper with floral touches of white rose and muguet flower. In the base, musk, sandalwood, and teakwood blend together, lending a warm, lasting touch of sensuality. And, of course, the scent of a golden delicious apple provides an elegant and memorable character that shines throughout the life of the scent.|How to Use|Spray it twice on your pulse points. Some such points are located behind your ear, at the bottom of your throat, on your wrist, inside your elbow, and behind your knee..Spray it twice on your pulse points. Some such points are located behind your ear, at the bottom of your throat, on your wrist, inside your elbow, and behind your knee.|Other Product Info|EAN Code: 100571077  Best before 14-01-2022  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",Dkny,100 ml ,5200,3120,40%,TRUE,https://images-na.ssl-images-amazon.com/images/I/415IDzYcS3L.jpg
60,Fragrances & Deos,"Guess Night Deodorant Spray, 96 ml ","About the Product|A Fresh Woody Fougere Fragrance that is playfully spicy and woody, GUESS Night is bursting with heady, energetic notes to keep you going until the sun comes up.|Other Product Info|EAN Code: 40139293  Best before 14-01-2022  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",Guess,96 ml ,400,352,12%,TRUE,https://images-na.ssl-images-amazon.com/images/I/71D78IieVXL._SL1408_.jpg
61,Ghee & Oils,Disano Olive Oil Plastic Bottle  (1 L),,Disano,1 L,"1,250",620,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/jzeg6fk0/edible-oil/u/v/r/1-na-plastic-bottle-olive-oil-disano-original-imafjf6gn4hzncdp.jpeg?q=70
62,Ghee & Oils,Nova Shudh Ghee 1 L Plastic Bottle,,Nova,1 L Plastic Bottle,530,462,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/jz30nm80/ghee/j/g/g/1-shudh-plastic-bottle-nova-original-imafj69htnhartty.jpeg?q=70
63,Grocery & Gourmet Foods," CHOCOCRAFT, Unique womens day gifts, 6 Chocolate Gift Box, chocolates gifts ","This Chocolate Gift Box contains delectable assorted Chocolates. Filled with roasted almonds, fruit & nuts and butter scotch, they will tempt and delight the taste buds. These are packed in a beautiful wooden box especially designed for an elegant presentation. The sturdy box can be reused. The best gift for women's day. Lots of options for box design & chocolate design. ChocoCraft is the manufacturer of customised chocolates specialise in making printed chocolates. We offer gifting solutions for corporates and personal occasions.",CHOCOCRAFT,227 Grams,695,595,14.39%,TRUE,https://images-na.ssl-images-amazon.com/images/I/81I7V9mVUcL._SL1500_.jpg
64,Grocery & Gourmet Foods, Dry Fruit Wala Dried Seedless Apricot 500GM ,"Dry Fruit Wala brings to you a range of fine nuts and dry fruits. Dry Fruit Wala products are packaged to retain freshness, taste and texture ensuring fine products in your hands. All nuts and dry fruits are hygienically packed in a facility meeting food safety standards.",Dry Fruit Wala,NA,565,399,29.38%,TRUE,https://images-na.ssl-images-amazon.com/images/I/61rIBLvJ49L._SL1400_.jpg
65,Grocery & Gourmet Foods, BSD Organics Dry Fenugreek Leaves Fenugreek/Methi/kasturi Methi Leaves granules - 700 G ,"BSD Organics Dry Fenugreek leaves / kasuri methi / kasturi methi leaves granules benefits are :Fenugreek is also known as ‘Kasuri Methi’. It is a very ancient spice which is used for flavouring various dishes. These leaves are bitter in taste, when added to any recipe it will surely titillate your taste bud. In addition to taste, it has numerous nutritional values as well. fenugreek seeds and green leaves are also for cooking various dishes. The seeds are mostly added in preparation of vegetables and pickles. If kept refrigerated in an airtight jar, it can stay longer. Keep away from moisture. Storage instructions: Store in a cool, air tight and dry place We all know that Indian Households cannot do without Methi as it is used in every food preparation due to myriad of wellness benefits. Known as Kasuri Methi in the Indian Subcontinent, leaves have a bitter but pleasant taste as it stimulates the taste buds.",BSD Organics,NA,700,350,50.00%,TRUE,https://images-na.ssl-images-amazon.com/images/I/51Vkz2-QtkL.jpg
66,Grocery & Gourmet Foods, Mystik - Merry Christmas Snow 10 Pc Chocolate Gift Box 9 ,Celebrate this festival of Christmas with Mystik's amazingly beautiful Merry Chritmas Chocolate Gift Pack of 10 pc of chocolates. Make your loved ones crazy upon these hand crafted flavoured chocolates which are so delicious and melts into your mouth and delights you and your loved ones. These are hygenically prepared and packed to serve you a best quality of chocolates.,Mystik,118 Grams,545,545,NA,TRUE,https://images-na.ssl-images-amazon.com/images/I/712zOIltNGL._SL1031_.jpg
67,Grocery & Gourmet Foods, Midiron Beautiful Heart Shape Ceramic Mug with 20 Piece Handmade Gold Chocolate on Diwali Gift ,"Midiron presents a handmade Gold Chocolate in round box and Diwali Quoted Printed Ceramic Heart Handle Mug. A perfect Diwali Gift for your brother, sister, family, friends, associates etc. Midiron Chocolates have unique secret recipes, driven by their unmatched standard for chocolate quality and their passion for creative excellence. They start with the selection of the finest raw materials and highest quality ingredients. A Beautiful Gift for every age Group that comes with 20 Pieces chocolates in round box. So, keep the romance alive and make your beloved feel special. Printed with dye-sublimation technology all prints remain permanent for years without any fading or scratching.",Midiron,NA,999,549,45.05%,TRUE,https://images-na.ssl-images-amazon.com/images/I/81wHyNbKfBL._SL1500_.jpg
68,Grocery & Gourmet Foods, SSP Powder Asafoetida(Hing) 5G ,Premium Quality Compounded Asafoetida,SSP ASAFOETIDA,22.7 Grams,88,81,7.95%,TRUE,https://images-na.ssl-images-amazon.com/images/I/61SOwmGthoL._SL1000_.jpg
69,Grocery & Gourmet Foods, Flavourlite - Dried Apricot Seedless - 250 g ,Dried Apricots have a rich and intense sweet-sour flavor meeting the high expectations of Apricot Connoisseurs! Truly a nutritional Mediterranean snack.,Flavourlite,NA,599,449,25.04%,TRUE,https://images-na.ssl-images-amazon.com/images/I/81dQJsWmuEL._SL1500_.jpg
70,Hair Care,L'Oreal Paris Fall Resist Anti-Hair Fall Conditioner  (10% Extra in Pack)  (65 ml),"Fall Resist 3x Anti-Hair Fall Conditioner delivers a triple anti-hair fall action. Your hair is more resistant from the roots and is stronger, looks healthier and more beautiful. The formula helps deliver a triple anti-hair fall action instantly detangles and your hair is more resistant from root to tip. Fight Hair Fall From The Roots. Restructures Hair Fibre . Hair Grows Stronger.",L'Oreal Paris,65 ml,85,85,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/k2p1q4w0/conditioner/d/g/g/65-fall-resist-anti-hair-fall-conditioner-l-oreal-paris-original-imafhzhzrbajtthu.jpeg?q=70
71,Hair Care,Himalaya Damage Repair Protein Conditioner  (200 ml),,Himalaya,200 ml,165,148,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,http://rukmini1.flixcart.com/image/832/832/j4eha4w0/conditioner/7/v/z/200-damage-repair-protein-conditioner-himalaya-original-imaevbnuvpzykebk.jpeg?q=70
72,Hair Care," HERBILICIOUS Heena Leaves Powder Natural Mehendi Chemical-free, 100g ",NA,HERBILICIOUS,NA,200,105,47.50%,TRUE,https://images-na.ssl-images-amazon.com/images/I/41eRYcmAYRL.jpg
73,Hair Care, Shahnaz Husain Shahair Henna Treatment Powder 200gm ,"Shahnaz Husain is a name that has become synonymous with the most advanced Ayurvedic care, not only in terms of highly exclusive salon treatments, but also the legendary range of natural products, founded on the principle of natural care and cure, the Shahnaz Husain Group offers the unique benefit of an integrated system of salon care and product excellence. The Leading Ayurvedic Company is a remarkable confluence of the ancient tradition and the latest scientific research. Product Description: Henna powder is an Ayurvedic medicine (for external use only) for hair. This is a powerful blend of henna and other herbal extracts. It helps to control problems like dandruff and hair loss. Containing amla, brahmi, shikakai, sandalwood, Pudina and henna. It promotes growth and adds body making the hair look thick, strong and healthy. The presence of henna may give the hair a reddish tinge. Directions - Prepare a hair pack by mixing approximately one tea cup of Henna Powder with 2 raw eggs, 4 teaspoon each coffee powder and lemon juice and half cup yoghurt. Apply all over the hair. Let it dry and wash off.",Shahnaz Husain's Vedic Solutions,372 g,875,710,18.86%,TRUE,https://images-na.ssl-images-amazon.com/images/I/91Pr8zBp4sL._SL1500_.jpg
74,Hair Care, Glamour World Ayurvedic Glow Hair Shampoo ,Glow Hair Ayurvedic Shampoo effective for dandruff and hair loss.,GLAMOUR WORLD,NA,235,235,NA,TRUE,https://images-na.ssl-images-amazon.com/images/I/51VzotU2MkL._SL1100_.jpg
75,Hair Care, Tjori Virgin Coconut Milk Shampoo 100 ml ,This organically formulated virgin coconut milk shampoo nourishes your hair by giving natural moisture from roots to ends. This shampoo cleanses the scalp deeply without stripping the natural moisture from the scalp.,Tjori,NA,450,325,27.78%,TRUE,https://images-na.ssl-images-amazon.com/images/I/51msdQfwpjL._SL1180_.jpg
76,Hair Care, BANJARAS HENNA 200g & HIBISCUS HAIR CARE POWDER 100g COMBO ,"Banjara's natural henna powder is made with the finest quality henna leaves powder enriched with other hair care herbs provides an excellent natural color to the hair. It acts as a conditioner and nourishes the roots to make the hair lustrous. Natural henna enriched with amla, Brahmi, bhringraj, methi and hibiscus makes the hair healthy with shine and smooth as silk.",Generic,NA,180,179,0.56%,TRUE,https://images-na.ssl-images-amazon.com/images/I/41TBRt-xXNL.jpg
77,Jams & Honey,Kissan Pineapple Jam 500 g,,Kissan,500 g,150,148,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/j3orcsw0/jam-spread/x/h/j/500-pineapple-jam-glass-bottle-kissan-original-imaeurkhztdkzjta.jpeg?q=70
78,Jams & Honey,St. Dalfour Wild Blueberry 284 g,,St. Dalfour,284 g,300,270,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/j8osu4w0-1/jam-spread/h/y/j/284-wild-blueberry-glass-bottle-blueberry-jam-st-dalfour-original-imaeynpezck6vhq8.jpeg?q=70
79,Makeup,"LA girl HD PRO Conceal Yellow Corrector + Fawn (8g each), Combo (2 Items) ","About the Product|With a crease-resistant, opaque coverage in a creamy yet lightweight texture, the L.A. Girl HD Pro Concealer has a long-wearing formula that camouflages darkness under the eyes, redness and skin imperfections. It evens out skin tone, covers dark circles and minimizes fine lines around the eyes. This blendable and buildable formula provides the ultimate complete and natural-looking customizable coverage. This must-have concealer includes a soft brush-tip for easy application.Try blending a couple of shades together for the perfect match. Apply the correctors under regular concealer to create a perfectly even complexion. Complete makeup routine by applying the Highlighter as the last step after foundation. Pick Color Correctors based on your skin concerns; Orange Corrector: Neutralizes dark spots for medium/deep skin tones; Yellow Corrector: Neutralizes purple/blue undertones; Green Corrector: Neutralizes redness.L.A. Girl Cosmetics is a renowned US-based brand that focuses on meeting the beauty needs of every woman. They have a wide range of on-trend, innovative and high-quality products for makeup enthusiasts all across the world...With a crease-resistant, opaque coverage in a creamy yet lightweight texture, the L.A. Girl HD Pro Concealer has a long-wearing formula that camouflages darkness under the eyes, redness and skin imperfections. It evens out skin tone, covers dark circles and minimizes fine lines around the eyes. This blendable and buildable formula provides the ultimate complete and natural-looking customizable coverage. This must-have concealer includes a soft brush-tip for easy application..Try blending a couple of shades together for the perfect match. Apply the correctors under regular concealer to create a perfectly even complexion. Complete makeup routine by applying the Highlighter as the last step after foundation. Pick Color Correctors based on your skin concerns; Orange Corrector: Neutralizes dark spots for medium/deep skin tones; Yellow Corrector: Neutralizes purple/blue undertones; Green Corrector: Neutralizes redness..L.A. Girl Cosmetics is a renowned US-based brand that focuses on meeting the beauty needs of every woman. They have a wide range of on-trend, innovative and high-quality products for makeup enthusiasts all across the world..|Other Product Info|EAN Code: 1207365  Manufacturer name and address: Beauty 21 Cosmetics, Inc., 2021 South Archibald Avenue, Ontario, California 91761 USA  Imported by:Kanvar Group. Plot No 26, First Floor, Naraina Industrial Estate, Delhi - 110028, Phase II  Country of Origin: United States  Best before 27-01-2021  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Supermarket Grocery Supplies Pvt Ltd. No7, Service Road, Domlur 100 Feet Road, Indiranagar, Bangalore 560071. | Email:customerservice@bigbasket.com",LA girl,NA,1190,830.88,30%,TRUE,https://www.bigbasket.com/media/uploads/p/l/1207365_1-la-girl-hd-pro-conceal-yellow-corrector-fawn-8g-each.jpg
80,Makeup,"ColorBar Velvet Matte Lipstick - High Heels, 4.2 g ","About the Product|Get rich, intense colour with our Velvet Matte Lipstick. This unique 2-in-1 formula glides on velvety smooth and leaves a light, creamy matte finish behind giving you red carpet ready lips. Not only will your lips look like they’re made for the movies but they will also feel their absolute best too. Infused with softening agents and vitamin E, this lipstick stays on for up to 5 hours so your lips can do all the talking! Formulated in India..Get rich, intense colour with our Velvet Matte Lipstick. This unique 2-in-1 formula glides on velvety smooth and leaves a light, creamy matte finish behind giving you red carpet ready lips. Not only will your lips look like they’re made for the movies but they will also feel their absolute best too. Infused with softening agents and vitamin E, this lipstick stays on for up to 5 hours so your lips can do all the talking! Formulated in India.|Composition|Castor oil, Ozokerite, White Bees Wax, Petroleum Jelly, Lanolin Anhydrous IP, Candelilla Wax, Carnauba Wax, Paraffin Wax, Light Liquid Paraffin, Octyl Palmitate, Performa -V 825, Caprylic Capric Triglyceride, Silicone oil 556, Butylated Hydroxy Toluene, Propyl Paraben, Tocopheryl Acetate, Iso Propyl Myristate, Tri-Isostearoyl Polyglycerol-3DimerDilinoleate, Perfume, Pearls & Approved Colours..Castor oil, Ozokerite, White Bees Wax, Petroleum Jelly, Lanolin Anhydrous IP, Candelilla Wax, Carnauba Wax, Paraffin Wax, Light Liquid Paraffin, Octyl Palmitate, Performa -V 825, Caprylic Capric Triglyceride, Silicone oil 556, Butylated Hydroxy Toluene, Propyl Paraben, Tocopheryl Acetate, Iso Propyl Myristate, Tri-Isostearoyl Polyglycerol-3DimerDilinoleate, Perfume, Pearls & Approved Colours.|How to Use|There are two ways to apply your lipstick -1. Line your lips with a matching lip liner. Apply the lipstick directly by pressing the lipstick on your lips with a light even pressure. Press your lips together to even out the colour.2. Line your lips with a matching lip liner. Use a brush to apply your lipstick, put a small amount of colour onto the brush and then fill in your lips.Pro Tip: Line your lips and then fill them in with a lip liner that matches your lipstick. Following this, apply your lipstick as you usually would. This will help your colour last longer!.There are two ways to apply your lipstick -.1. Line your lips with a matching lip liner. Apply the lipstick directly by pressing the lipstick on your lips with a light even pressure. Press your lips together to even out the colour..2. Line your lips with a matching lip liner. Use a brush to apply your lipstick, put a small amount of colour onto the brush and then fill in your lips..Pro Tip: Line your lips and then fill them in with a lip liner that matches your lipstick. Following this, apply your lipstick as you usually would. This will help your colour last longer!|Other Product Info|EAN Code: 8904052414711  Marketed & Imported by: Colorbar Cosmetics Pvt Ltd, 4, Community Centre, New Friends Colony, New Delhi-110025  Country of origin: India  Best before 19-01-2021  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034. | Email: customerservice@bigbasket.com",ColorBar,4.2 g ,340,272,20%,TRUE,https://www.bigbasket.com/media/uploads/p/l/40173537_1-colorbar-velvet-matte-lipstick-high-heels.jpg
81,Noodles & Pasta,Borges Rigate Durum Wheat Penne Pasta  (500 g),,Borges,500 g,195,97,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | Special Price Get extra 22% off (price inclusive of discount) T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/j9rdq4w0/pasta/k/z/7/500-rigate-durum-wheat-regular-borges-original-imaeydj8yge7ghtw.jpeg?q=70
82,Noodles & Pasta,Del Monte Farfalle Pasta  (500 g),,Del Monte,500 g,175,148,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/jievpu80/pasta/j/2/z/500-na-regular-del-monte-original-imaf67rj7fwsnhtc.jpeg?q=70
83,Oral Care,Colgate Waxed Dental Floss - 25 m,,Colgate,1 Units,75,72,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,http://rukmini1.flixcart.com/image/832/832/jepzrm80/dental-floss-stick/8/b/c/waxed-dental-floss-25-m-p1680130-waxed-floss-colgate-original-imaf3chynhf68pgx.jpeg?q=70
84,Oral Care,"Colgate Active Salt Toothpaste  (600 g, Pack of 2)",Colgate Active Salt is an anti-cavity toothpaste with the goodness of salt and minerals which help fight germs. Refreshing minty flavour gives fresher breath when used as directed for oral hygiene.Colgate Active Salt�s unique formula helps fight germs and provide you with healthier and cleaner teeth. Brush twice a day with Colgate Active Salt toothpaste as recommended by dentists.Colgate is India�s No. 1 brand recommended by Dentists and offers unique oral hygiene solutions to ensure complete protection against germs and plague build-up.,Colgate,2x300 g,264,261,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,http://rukmini1.flixcart.com/image/832/832/jrp8r680/toothpaste/z/j/9/600-active-salt-colgate-original-imafdfhvjxgetthk.jpeg?q=70
85,"Pasta, Soup & Noodles","Real Thai Pad Thai Noodles - Rice Stick, 375 g Carton ","About|Real Thai Pad Thai rice noodles are wonderful for making Thailand's general dish, Pad Thai, right at home. They're also immense in all kinds of additional dishes, from soups and stir-fries to cold noodle salads.|INGREDIENTS|Rice Flour 90%, Water 10%.|Other Information|For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",Real Thai,375 g ,210,210,NA,TRUE,https://www.bigbasket.com/media/uploads/p/l/40003595_1-real-thai-pad-thai-noodles-rice-stick.jpg
86,"Pasta, Soup & Noodles","Bali Kitchen Noodles - Chilli, 200 g ","About|Next to rice, noodles is the next staple food for Indonesian. In fact, there is a special noodle dish at every occasion, and also for no occasion at all. Chilli Noodle, Noodle soup, fried noodles, and an array of complete noodle meals are offered by street vendors and it the nation's favourite snack at any time of the day. Sophisticated restaurants serve elaborate noodle delicacies and at home it is served for breakfast, lunch, dinner or supper.|How to Use|Pour boiling water over noodles and let stand for about 5 minutes (do not cook). Drain well and cool before preparing your favourite dish.|Other Product Info|EAN Code: 800020072  Manufactured by: PT. Kobe Boga Utama, JL Manis Raya No.15, Tangerang, Banten-Indonesia  Marketed by: Vighnesh Tradelinks, Bldg-S/401, Kumar Sophronia, Kalyaninagar, Pune, 14 Country of origin: Indonesia  Best before 28-07-2020  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",Bali Kitchen,200 g ,140,140,NA,TRUE,https://www.bigbasket.com/media/uploads/p/l/800020072_1-bali-kitchen-noodles-chilli.jpg
87,Pickles & Chutney,777 without Garlic Amla Pickle  (300 g),,777,300 g,75,72,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/jjelq4w0/pickle-murabba/n/q/b/300-na-plastic-bottle-pickle-777-original-imaf6zw6jp9shuqm.jpeg?q=70
88,Pickles & Chutney,777 Andhra without Garlic Gongura Pickle  (300 g),,777,300 g,75,72,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/jj367bk0/pickle-murabba/d/4/2/300-andhra-plastic-bottle-pickle-777-original-imaf6qquwshxnxfq.jpeg?q=70
89,Ready To Cook,"Maiyas Gulab Jamun Instant Mix 165 g  (Combo Pack 1  1 Free, 165 g each)",,Maiyas,165 g,100,98,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/jdvziq80/ready-mix/n/z/a/175-gulab-jamun-instant-mix-dessert-mix-maiyas-original-imaf2p98t2hhmydf.jpeg?q=70
90,Ready To Cook,777 Dhideer Poondu Rasam Paste 300 g,,777,300 g,89,85,Bank Offer 10% Cashback* on HDFC Bank Debit Cards T&C | Bank Offer 5% Unlimited Cashback on Flipkart Axis Bank Credit Card T&C | Bank Offer Extra 5% off* with Axis Bank Buzz Credit Card T&C | No Cost EMI on Flipkart Axis Bank Credit Card T&C,TRUE,https://rukminim1.flixcart.com/image/832/832/jlzhci80/ready-mix/2/a/m/300-poondu-rasam-paste-meal-mix-777-dhideer-original-imaf8ztzydezkcg8.jpeg?q=70
